lat,lon,date,value
38.25757575757576,-119.1969696969697,2023-09-10,5.57
38.25757575757576,-119.1969696969697,2023-09-17,6.46
38.25757575757576,-119.1969696969697,2023-09-24,3.3
38.25757575757576,-119.1969696969697,2023-10-01,6.34
38.25757575757576,-119.1969696969697,2023-10-08,1.86
38.25757575757576,-119.1969696969697,2023-10-15,2.36
38.25757575757576,-119.1969696969697,2023-10-22,6.46
38.25757575757576,-119.1969696969697,2023-10-29,2.15
38.25757575757576,-119.1969696969697,2023-11-05,6.41
38.25757575757576,-119.1969696969697,2023-11-12,3.85
38.25757575757576,-119.1969696969697,2023-11-19,3.13
38.25757575757576,-119.1969696969697,2023-11-26,2.59
38.25757575757576,-119.1969696969697,2023-12-03,0.64
38.25757575757576,-119.1969696969697,2023-12-10,2.31
38.25757575757576,-119.1969696969697,2023-12-17,9.81
38.25757575757576,-119.1969696969697,2023-12-24,0.87
38.25757575757576,-119.1969696969697,2023-12-31,6.83
38.25757575757576,-118.66666666666667,2023-01-01,0.08
38.25757575757576,-118.66666666666667,2023-01-08,7.71
38.25757575757576,-118.66666666666667,2023-01-15,4.37
38.25757575757576,-118.66666666666667,2023-01-22,1.89
38.25757575757576,-118.66666666666667,2023-01-29,9.11
38.25757575757576,-118.66666666666667,2023-02-05,7.42
38.25757575757576,-118.66666666666667,2023-02-12,3.28
38.25757575757576,-118.66666666666667,2023-02-19,0.71
38.25757575757576,-118.66666666666667,2023-02-26,5.99
38.25757575757576,-118.66666666666667,2023-03-05,2.79
38.25757575757576,-118.66666666666667,2023-03-12,0.82
38.25757575757576,-118.66666666666667,2023-03-19,3.58
38.25757575757576,-118.66666666666667,2023-03-26,6.8
38.25757575757576,-118.66666666666667,2023-04-02,7.77
38.25757575757576,-118.66666666666667,2023-04-09,4.18
38.25757575757576,-118.66666666666667,2023-04-16,1.98
38.25757575757576,-118.66666666666667,2023-04-23,4.95
38.25757575757576,-118.66666666666667,2023-04-30,7.5
38.25757575757576,-118.66666666666667,2023-05-07,1.1
38.25757575757576,-118.66666666666667,2023-05-14,1.81
38.25757575757576,-118.66666666666667,2023-05-21,9.16
38.25757575757576,-118.66666666666667,2023-05-28,1.19
38.25757575757576,-118.66666666666667,2023-06-04,7.22
38.25757575757576,-118.66666666666667,2023-06-11,6.17
38.25757575757576,-118.66666666666667,2023-06-18,3.41
38.25757575757576,-118.66666666666667,2023-06-25,5.59
38.25757575757576,-118.66666666666667,2023-07-02,2.15
38.25757575757576,-118.66666666666667,2023-07-09,5.0
38.25757575757576,-118.66666666666667,2023-07-16,4.65
38.25757575757576,-118.66666666666667,2023-07-23,7.88
38.25757575757576,-118.66666666666667,2023-07-30,0.02
38.25757575757576,-118.66666666666667,2023-08-06,4.7
38.25757575757576,-118.66666666666667,2023-08-13,5.38
38.25757575757576,-118.66666666666667,2023-08-20,6.75
38.25757575757576,-118.66666666666667,2023-08-27,6.43
38.25757575757576,-118.66666666666667,2023-09-03,3.71
38.25757575757576,-118.66666666666667,2023-09-10,1.64
38.25757575757576,-118.66666666666667,2023-09-17,4.63
38.25757575757576,-118.66666666666667,2023-09-24,0.86
38.25757575757576,-118.66666666666667,2023-10-01,9.13
38.25757575757576,-118.66666666666667,2023-10-08,7.04
38.25757575757576,-118.66666666666667,2023-10-15,7.4
38.25757575757576,-118.66666666666667,2023-10-22,7.01
38.25757575757576,-118.66666666666667,2023-10-29,1.39
38.25757575757576,-118.66666666666667,2023-11-05,5.41
38.25757575757576,-118.66666666666667,2023-11-12,1.77
38.25757575757576,-118.66666666666667,2023-11-19,3.87
38.25757575757576,-118.66666666666667,2023-11-26,9.56
38.25757575757576,-118.66666666666667,2023-12-03,5.89
38.25757575757576,-118.66666666666667,2023-12-10,1.79
38.25757575757576,-118.66666666666667,2023-12-17,6.48
38.25757575757576,-118.66666666666667,2023-12-24,4.65
38.25757575757576,-118.66666666666667,2023-12-31,9.26
38.25757575757576,-118.13636363636364,2023-01-01,8.89
38.25757575757576,-118.13636363636364,2023-01-08,6.64
38.25757575757576,-118.13636363636364,2023-01-15,3.41
38.25757575757576,-118.13636363636364,2023-01-22,9.07
38.25757575757576,-118.13636363636364,2023-01-29,5.42
38.25757575757576,-118.13636363636364,2023-02-05,4.7
38.25757575757576,-118.13636363636364,2023-02-12,6.82
38.25757575757576,-118.13636363636364,2023-02-19,9.67
38.25757575757576,-118.13636363636364,2023-02-26,2.61
38.25757575757576,-118.13636363636364,2023-03-05,6.96
38.25757575757576,-118.13636363636364,2023-03-12,3.79
38.25757575757576,-118.13636363636364,2023-03-19,2.13
38.25757575757576,-118.13636363636364,2023-03-26,3.14
38.25757575757576,-118.13636363636364,2023-04-02,1.24
38.25757575757576,-118.13636363636364,2023-04-09,5.19
38.25757575757576,-118.13636363636364,2023-04-16,8.51
38.25757575757576,-118.13636363636364,2023-04-23,5.78
38.25757575757576,-118.13636363636364,2023-04-30,6.02
38.25757575757576,-118.13636363636364,2023-05-07,1.41
38.25757575757576,-118.13636363636364,2023-05-14,5.41
38.25757575757576,-118.13636363636364,2023-05-21,6.16
38.25757575757576,-118.13636363636364,2023-05-28,0.0
38.25757575757576,-118.13636363636364,2023-06-04,5.27
38.25757575757576,-118.13636363636364,2023-06-11,3.01
38.25757575757576,-118.13636363636364,2023-06-18,7.06
38.25757575757576,-118.13636363636364,2023-06-25,4.83
38.25757575757576,-118.13636363636364,2023-07-02,2.98
38.25757575757576,-118.13636363636364,2023-07-09,3.41
38.25757575757576,-118.13636363636364,2023-07-16,8.23
38.25757575757576,-118.13636363636364,2023-07-23,4.74
38.25757575757576,-118.13636363636364,2023-07-30,8.78
38.25757575757576,-118.13636363636364,2023-08-06,4.9
38.25757575757576,-118.13636363636364,2023-08-13,9.1
38.25757575757576,-118.13636363636364,2023-08-20,9.46
38.25757575757576,-118.13636363636364,2023-08-27,3.46
38.25757575757576,-118.13636363636364,2023-09-03,6.41
38.25757575757576,-118.13636363636364,2023-09-10,8.46
38.25757575757576,-118.13636363636364,2023-09-17,7.04
38.25757575757576,-118.13636363636364,2023-09-24,9.44
38.25757575757576,-118.13636363636364,2023-10-01,2.85
38.25757575757576,-118.13636363636364,2023-10-08,5.98
38.25757575757576,-118.13636363636364,2023-10-15,1.51
38.25757575757576,-118.13636363636364,2023-10-22,7.44
38.25757575757576,-118.13636363636364,2023-10-29,5.73
38.25757575757576,-118.13636363636364,2023-11-05,8.83
38.25757575757576,-118.13636363636364,2023-11-12,1.98
38.25757575757576,-118.13636363636364,2023-11-19,7.58
38.25757575757576,-118.13636363636364,2023-11-26,7.26
38.25757575757576,-118.13636363636364,2023-12-03,7.25
38.25757575757576,-118.13636363636364,2023-12-10,7.54
38.25757575757576,-118.13636363636364,2023-12-17,6.01
38.25757575757576,-118.13636363636364,2023-12-24,6.28
38.25757575757576,-118.13636363636364,2023-12-31,8.09
38.25757575757576,-117.60606060606061,2023-01-01,0.21
38.25757575757576,-117.60606060606061,2023-01-08,3.22
38.25757575757576,-117.60606060606061,2023-01-15,8.34
38.25757575757576,-117.60606060606061,2023-01-22,6.08
38.25757575757576,-117.60606060606061,2023-01-29,4.14
38.25757575757576,-117.60606060606061,2023-02-05,1.54
38.25757575757576,-117.60606060606061,2023-02-12,7.96
38.25757575757576,-117.60606060606061,2023-02-19,9.47
38.25757575757576,-117.60606060606061,2023-02-26,2.47
38.25757575757576,-117.60606060606061,2023-03-05,3.78
38.25757575757576,-117.60606060606061,2023-03-12,4.62
38.25757575757576,-117.60606060606061,2023-03-19,5.51
38.25757575757576,-117.60606060606061,2023-03-26,5.41
38.25757575757576,-117.60606060606061,2023-04-02,0.52
38.25757575757576,-117.60606060606061,2023-04-09,4.49
38.25757575757576,-117.60606060606061,2023-04-16,5.86
38.25757575757576,-117.60606060606061,2023-04-23,2.19
38.25757575757576,-117.60606060606061,2023-04-30,5.86
38.25757575757576,-117.60606060606061,2023-05-07,7.71
38.25757575757576,-117.60606060606061,2023-05-14,1.0
38.25757575757576,-117.60606060606061,2023-05-21,3.92
38.25757575757576,-117.60606060606061,2023-05-28,2.41
38.25757575757576,-117.60606060606061,2023-06-04,3.99
38.25757575757576,-117.60606060606061,2023-06-11,7.88
38.25757575757576,-117.60606060606061,2023-06-18,0.24
38.25757575757576,-117.60606060606061,2023-06-25,7.76
38.25757575757576,-117.60606060606061,2023-07-02,9.11
38.25757575757576,-117.60606060606061,2023-07-09,2.43
38.25757575757576,-117.60606060606061,2023-07-16,6.22
38.25757575757576,-117.60606060606061,2023-07-23,7.27
38.25757575757576,-117.60606060606061,2023-07-30,2.53
38.25757575757576,-117.60606060606061,2023-08-06,1.81
38.25757575757576,-117.60606060606061,2023-08-13,0.48
38.25757575757576,-117.60606060606061,2023-08-20,9.82
38.25757575757576,-117.60606060606061,2023-08-27,1.52
38.25757575757576,-117.60606060606061,2023-09-03,5.79
38.25757575757576,-117.60606060606061,2023-09-10,4.57
38.25757575757576,-117.60606060606061,2023-09-17,8.09
38.25757575757576,-117.60606060606061,2023-09-24,0.74
38.25757575757576,-117.60606060606061,2023-10-01,3.66
38.25757575757576,-117.60606060606061,2023-10-08,7.19
38.25757575757576,-117.60606060606061,2023-10-15,9.44
38.25757575757576,-117.60606060606061,2023-10-22,5.15
38.25757575757576,-117.60606060606061,2023-10-29,8.74
38.25757575757576,-117.60606060606061,2023-11-05,9.87
38.25757575757576,-117.60606060606061,2023-11-12,2.58
38.25757575757576,-117.60606060606061,2023-11-19,9.84
38.25757575757576,-117.60606060606061,2023-11-26,7.91
38.25757575757576,-117.60606060606061,2023-12-03,9.53
38.25757575757576,-117.60606060606061,2023-12-10,9.8
38.25757575757576,-117.60606060606061,2023-12-17,8.51
38.25757575757576,-117.60606060606061,2023-12-24,6.39
38.25757575757576,-117.60606060606061,2023-12-31,9.53
38.25757575757576,-117.07575757575758,2023-01-01,3.61
38.25757575757576,-117.07575757575758,2023-01-08,3.33
38.25757575757576,-117.07575757575758,2023-01-15,6.03
38.25757575757576,-117.07575757575758,2023-01-22,7.53
38.25757575757576,-117.07575757575758,2023-01-29,1.85
38.25757575757576,-117.07575757575758,2023-02-05,2.23
38.25757575757576,-117.07575757575758,2023-02-12,1.82
38.25757575757576,-117.07575757575758,2023-02-19,9.25
38.25757575757576,-117.07575757575758,2023-02-26,2.62
38.25757575757576,-117.07575757575758,2023-03-05,2.44
38.25757575757576,-117.07575757575758,2023-03-12,6.54
38.25757575757576,-117.07575757575758,2023-03-19,8.26
38.25757575757576,-117.07575757575758,2023-03-26,9.25
38.25757575757576,-117.07575757575758,2023-04-02,8.7
38.25757575757576,-117.07575757575758,2023-04-09,4.27
38.25757575757576,-117.07575757575758,2023-04-16,3.44
38.25757575757576,-117.07575757575758,2023-04-23,0.68
38.25757575757576,-117.07575757575758,2023-04-30,0.98
38.25757575757576,-117.07575757575758,2023-05-07,9.55
38.25757575757576,-117.07575757575758,2023-05-14,5.93
38.25757575757576,-117.07575757575758,2023-05-21,9.81
38.25757575757576,-117.07575757575758,2023-05-28,3.99
38.25757575757576,-117.07575757575758,2023-06-04,1.57
38.25757575757576,-117.07575757575758,2023-06-11,6.03
38.25757575757576,-117.07575757575758,2023-06-18,0.17
38.25757575757576,-117.07575757575758,2023-06-25,2.61
38.25757575757576,-117.07575757575758,2023-07-02,7.1
38.25757575757576,-117.07575757575758,2023-07-09,7.62
38.25757575757576,-117.07575757575758,2023-07-16,9.42
38.25757575757576,-117.07575757575758,2023-07-23,4.3
38.25757575757576,-117.07575757575758,2023-07-30,2.46
38.25757575757576,-117.07575757575758,2023-08-06,3.53
38.25757575757576,-117.07575757575758,2023-08-13,4.06
38.25757575757576,-117.07575757575758,2023-08-20,7.73
38.25757575757576,-117.07575757575758,2023-08-27,0.06
38.25757575757576,-117.07575757575758,2023-09-03,8.52
38.25757575757576,-117.07575757575758,2023-09-10,9.37
38.25757575757576,-117.07575757575758,2023-09-17,8.04
38.25757575757576,-117.07575757575758,2023-09-24,5.7
38.25757575757576,-117.07575757575758,2023-10-01,9.27
38.25757575757576,-117.07575757575758,2023-10-08,7.66
38.25757575757576,-117.07575757575758,2023-10-15,6.58
38.25757575757576,-117.07575757575758,2023-10-22,6.63
38.25757575757576,-117.07575757575758,2023-10-29,9.29
38.25757575757576,-117.07575757575758,2023-11-05,2.15
38.25757575757576,-117.07575757575758,2023-11-12,2.62
38.25757575757576,-117.07575757575758,2023-11-19,6.77
38.25757575757576,-117.07575757575758,2023-11-26,4.94
38.25757575757576,-117.07575757575758,2023-12-03,7.67
38.25757575757576,-117.07575757575758,2023-12-10,9.77
38.25757575757576,-117.07575757575758,2023-12-17,2.19
38.25757575757576,-117.07575757575758,2023-12-24,8.65
38.25757575757576,-117.07575757575758,2023-12-31,8.55
38.25757575757576,-116.54545454545455,2023-01-01,0.98
38.25757575757576,-116.54545454545455,2023-01-08,0.27
38.25757575757576,-116.54545454545455,2023-01-15,5.71
38.25757575757576,-116.54545454545455,2023-01-22,0.06
38.25757575757576,-116.54545454545455,2023-01-29,5.69
38.25757575757576,-116.54545454545455,2023-02-05,1.41
38.25757575757576,-116.54545454545455,2023-02-12,1.9
38.25757575757576,-116.54545454545455,2023-02-19,4.95
38.25757575757576,-116.54545454545455,2023-02-26,8.15
38.25757575757576,-116.54545454545455,2023-03-05,5.66
38.25757575757576,-116.54545454545455,2023-03-12,1.7
38.25757575757576,-116.54545454545455,2023-03-19,9.13
38.25757575757576,-116.54545454545455,2023-03-26,7.54
38.25757575757576,-116.54545454545455,2023-04-02,3.44
38.25757575757576,-116.54545454545455,2023-04-09,4.67
38.25757575757576,-116.54545454545455,2023-04-16,9.93
38.25757575757576,-116.54545454545455,2023-04-23,7.38
38.25757575757576,-116.54545454545455,2023-04-30,1.41
38.25757575757576,-116.54545454545455,2023-05-07,4.62
38.25757575757576,-116.54545454545455,2023-05-14,7.17
38.25757575757576,-116.54545454545455,2023-05-21,9.87
38.25757575757576,-116.54545454545455,2023-05-28,9.22
38.25757575757576,-116.54545454545455,2023-06-04,9.41
38.25757575757576,-116.54545454545455,2023-06-11,3.09
38.25757575757576,-116.54545454545455,2023-06-18,2.13
38.25757575757576,-116.54545454545455,2023-06-25,9.88
38.25757575757576,-116.54545454545455,2023-07-02,8.77
38.25757575757576,-116.54545454545455,2023-07-09,8.29
38.25757575757576,-116.54545454545455,2023-07-16,5.88
38.25757575757576,-116.54545454545455,2023-07-23,4.7
38.25757575757576,-116.54545454545455,2023-07-30,1.2
38.25757575757576,-116.54545454545455,2023-08-06,4.9
38.25757575757576,-116.54545454545455,2023-08-13,1.45
38.25757575757576,-116.54545454545455,2023-08-20,8.21
38.25757575757576,-116.54545454545455,2023-08-27,9.66
38.25757575757576,-116.54545454545455,2023-09-03,5.68
38.25757575757576,-116.54545454545455,2023-09-10,0.81
38.25757575757576,-116.54545454545455,2023-09-17,5.95
38.25757575757576,-116.54545454545455,2023-09-24,7.48
38.25757575757576,-116.54545454545455,2023-10-01,6.27
38.25757575757576,-116.54545454545455,2023-10-08,7.41
38.25757575757576,-116.54545454545455,2023-10-15,7.02
38.25757575757576,-116.54545454545455,2023-10-22,2.61
38.25757575757576,-116.54545454545455,2023-10-29,3.49
38.25757575757576,-116.54545454545455,2023-11-05,7.29
38.25757575757576,-116.54545454545455,2023-11-12,6.99
38.25757575757576,-116.54545454545455,2023-11-19,0.76
38.25757575757576,-116.54545454545455,2023-11-26,4.02
38.25757575757576,-116.54545454545455,2023-12-03,2.51
38.25757575757576,-116.54545454545455,2023-12-10,5.53
38.25757575757576,-116.54545454545455,2023-12-17,1.72
38.25757575757576,-116.54545454545455,2023-12-24,5.65
38.25757575757576,-116.54545454545455,2023-12-31,7.35
38.25757575757576,-116.01515151515152,2023-01-01,6.42
38.25757575757576,-116.01515151515152,2023-01-08,8.94
38.25757575757576,-116.01515151515152,2023-01-15,8.39
38.25757575757576,-116.01515151515152,2023-01-22,6.46
38.25757575757576,-116.01515151515152,2023-01-29,3.8
38.25757575757576,-116.01515151515152,2023-02-05,5.2
38.25757575757576,-116.01515151515152,2023-02-12,2.98
38.25757575757576,-116.01515151515152,2023-02-19,8.75
38.25757575757576,-116.01515151515152,2023-02-26,3.21
38.25757575757576,-116.01515151515152,2023-03-05,8.31
38.25757575757576,-116.01515151515152,2023-03-12,4.75
38.25757575757576,-116.01515151515152,2023-03-19,4.56
38.25757575757576,-116.01515151515152,2023-03-26,0.08
38.25757575757576,-116.01515151515152,2023-04-02,5.45
38.25757575757576,-116.01515151515152,2023-04-09,8.65
38.25757575757576,-116.01515151515152,2023-04-16,1.57
38.25757575757576,-116.01515151515152,2023-04-23,9.59
38.25757575757576,-116.01515151515152,2023-04-30,4.29
38.25757575757576,-116.01515151515152,2023-05-07,5.69
38.25757575757576,-116.01515151515152,2023-05-14,2.77
38.25757575757576,-116.01515151515152,2023-05-21,3.67
38.25757575757576,-116.01515151515152,2023-05-28,9.26
38.25757575757576,-116.01515151515152,2023-06-04,1.78
38.25757575757576,-116.01515151515152,2023-06-11,0.64
38.25757575757576,-116.01515151515152,2023-06-18,9.97
38.25757575757576,-116.01515151515152,2023-06-25,0.08
38.25757575757576,-116.01515151515152,2023-07-02,7.2
38.25757575757576,-116.01515151515152,2023-07-09,0.38
38.25757575757576,-116.01515151515152,2023-07-16,6.18
38.25757575757576,-116.01515151515152,2023-07-23,7.18
38.25757575757576,-116.01515151515152,2023-07-30,5.66
38.25757575757576,-116.01515151515152,2023-08-06,8.0
38.25757575757576,-116.01515151515152,2023-08-13,1.05
38.25757575757576,-116.01515151515152,2023-08-20,5.13
38.25757575757576,-116.01515151515152,2023-08-27,1.8
38.25757575757576,-116.01515151515152,2023-09-03,9.17
38.25757575757576,-116.01515151515152,2023-09-10,5.62
38.25757575757576,-116.01515151515152,2023-09-17,0.08
38.25757575757576,-116.01515151515152,2023-09-24,4.49
38.25757575757576,-116.01515151515152,2023-10-01,7.48
38.25757575757576,-116.01515151515152,2023-10-08,2.51
38.25757575757576,-116.01515151515152,2023-10-15,4.65
38.25757575757576,-116.01515151515152,2023-10-22,2.57
38.25757575757576,-116.01515151515152,2023-10-29,4.86
38.25757575757576,-116.01515151515152,2023-11-05,7.26
38.25757575757576,-116.01515151515152,2023-11-12,1.36
38.25757575757576,-116.01515151515152,2023-11-19,2.16
38.25757575757576,-116.01515151515152,2023-11-26,5.81
38.25757575757576,-116.01515151515152,2023-12-03,8.84
38.25757575757576,-116.01515151515152,2023-12-10,5.05
38.25757575757576,-116.01515151515152,2023-12-17,5.72
38.25757575757576,-116.01515151515152,2023-12-24,6.11
38.25757575757576,-116.01515151515152,2023-12-31,4.06
38.25757575757576,-115.48484848484848,2023-01-01,2.89
38.25757575757576,-115.48484848484848,2023-01-08,6.36
38.25757575757576,-115.48484848484848,2023-01-15,8.5
38.25757575757576,-115.48484848484848,2023-01-22,7.03
38.25757575757576,-115.48484848484848,2023-01-29,0.4
38.25757575757576,-115.48484848484848,2023-02-05,9.73
38.25757575757576,-115.48484848484848,2023-02-12,0.06
38.25757575757576,-115.48484848484848,2023-02-19,9.45
38.25757575757576,-115.48484848484848,2023-02-26,2.84
38.25757575757576,-115.48484848484848,2023-03-05,0.61
38.25757575757576,-115.48484848484848,2023-03-12,0.35
38.25757575757576,-115.48484848484848,2023-03-19,6.38
38.25757575757576,-115.48484848484848,2023-03-26,7.37
38.25757575757576,-115.48484848484848,2023-04-02,2.13
38.25757575757576,-115.48484848484848,2023-04-09,2.24
38.25757575757576,-115.48484848484848,2023-04-16,0.21
38.25757575757576,-115.48484848484848,2023-04-23,5.97
38.25757575757576,-115.48484848484848,2023-04-30,5.85
38.25757575757576,-115.48484848484848,2023-05-07,5.11
38.25757575757576,-115.48484848484848,2023-05-14,0.67
38.25757575757576,-115.48484848484848,2023-05-21,2.56
38.25757575757576,-115.48484848484848,2023-05-28,7.06
38.25757575757576,-115.48484848484848,2023-06-04,4.22
38.25757575757576,-115.48484848484848,2023-06-11,3.31
38.25757575757576,-115.48484848484848,2023-06-18,8.49
38.25757575757576,-115.48484848484848,2023-06-25,0.68
38.25757575757576,-115.48484848484848,2023-07-02,3.94
38.25757575757576,-115.48484848484848,2023-07-09,9.36
38.25757575757576,-115.48484848484848,2023-07-16,8.56
38.25757575757576,-115.48484848484848,2023-07-23,7.51
38.25757575757576,-115.48484848484848,2023-07-30,7.4
38.25757575757576,-115.48484848484848,2023-08-06,7.47
38.25757575757576,-115.48484848484848,2023-08-13,9.14
38.25757575757576,-115.48484848484848,2023-08-20,6.38
38.25757575757576,-115.48484848484848,2023-08-27,0.09
38.25757575757576,-115.48484848484848,2023-09-03,10.0
38.25757575757576,-115.48484848484848,2023-09-10,4.2
38.25757575757576,-115.48484848484848,2023-09-17,9.77
38.25757575757576,-115.48484848484848,2023-09-24,8.23
38.25757575757576,-115.48484848484848,2023-10-01,1.94
38.25757575757576,-115.48484848484848,2023-10-08,3.27
38.25757575757576,-115.48484848484848,2023-10-15,8.2
38.25757575757576,-115.48484848484848,2023-10-22,4.21
38.25757575757576,-115.48484848484848,2023-10-29,9.69
38.25757575757576,-115.48484848484848,2023-11-05,4.09
38.25757575757576,-115.48484848484848,2023-11-12,1.87
38.25757575757576,-115.48484848484848,2023-11-19,7.28
38.25757575757576,-115.48484848484848,2023-11-26,7.9
38.25757575757576,-115.48484848484848,2023-12-03,3.4
38.25757575757576,-115.48484848484848,2023-12-10,2.27
38.25757575757576,-115.48484848484848,2023-12-17,6.65
38.25757575757576,-115.48484848484848,2023-12-24,8.57
38.25757575757576,-115.48484848484848,2023-12-31,9.44
38.25757575757576,-114.95454545454545,2023-01-01,3.52
38.25757575757576,-114.95454545454545,2023-01-08,0.7
38.25757575757576,-114.95454545454545,2023-01-15,4.06
38.25757575757576,-114.95454545454545,2023-01-22,0.57
38.25757575757576,-114.95454545454545,2023-01-29,9.64
38.25757575757576,-114.95454545454545,2023-02-05,5.21
38.25757575757576,-114.95454545454545,2023-02-12,7.96
38.25757575757576,-114.95454545454545,2023-02-19,9.69
38.25757575757576,-114.95454545454545,2023-02-26,8.19
38.25757575757576,-114.95454545454545,2023-03-05,9.24
38.25757575757576,-114.95454545454545,2023-03-12,2.69
38.25757575757576,-114.95454545454545,2023-03-19,5.07
38.25757575757576,-114.95454545454545,2023-03-26,9.04
38.25757575757576,-114.95454545454545,2023-04-02,2.55
38.25757575757576,-114.95454545454545,2023-04-09,7.28
38.25757575757576,-114.95454545454545,2023-04-16,7.46
38.25757575757576,-114.95454545454545,2023-04-23,5.11
38.25757575757576,-114.95454545454545,2023-04-30,6.99
38.25757575757576,-114.95454545454545,2023-05-07,1.6
38.25757575757576,-114.95454545454545,2023-05-14,0.12
38.25757575757576,-114.95454545454545,2023-05-21,2.06
38.25757575757576,-114.95454545454545,2023-05-28,7.37
38.25757575757576,-114.95454545454545,2023-06-04,3.84
38.25757575757576,-114.95454545454545,2023-06-11,5.12
38.25757575757576,-114.95454545454545,2023-06-18,1.0
38.25757575757576,-114.95454545454545,2023-06-25,4.63
38.25757575757576,-114.95454545454545,2023-07-02,0.22
38.25757575757576,-114.95454545454545,2023-07-09,4.46
38.25757575757576,-114.95454545454545,2023-07-16,9.48
38.25757575757576,-114.95454545454545,2023-07-23,8.45
38.25757575757576,-114.95454545454545,2023-07-30,6.27
38.25757575757576,-114.95454545454545,2023-08-06,5.75
38.25757575757576,-114.95454545454545,2023-08-13,4.19
38.25757575757576,-114.95454545454545,2023-08-20,0.73
38.25757575757576,-114.95454545454545,2023-08-27,2.07
38.25757575757576,-114.95454545454545,2023-09-03,1.07
38.25757575757576,-114.95454545454545,2023-09-10,0.74
38.25757575757576,-114.95454545454545,2023-09-17,5.23
38.25757575757576,-114.95454545454545,2023-09-24,4.12
38.25757575757576,-114.95454545454545,2023-10-01,5.8
38.25757575757576,-114.95454545454545,2023-10-08,9.86
38.25757575757576,-114.95454545454545,2023-10-15,9.54
38.25757575757576,-114.95454545454545,2023-10-22,1.73
38.25757575757576,-114.95454545454545,2023-10-29,4.3
38.25757575757576,-114.95454545454545,2023-11-05,6.01
38.25757575757576,-114.95454545454545,2023-11-12,5.16
38.25757575757576,-114.95454545454545,2023-11-19,8.73
38.25757575757576,-114.95454545454545,2023-11-26,3.09
38.25757575757576,-114.95454545454545,2023-12-03,3.1
38.25757575757576,-114.95454545454545,2023-12-10,6.62
38.25757575757576,-114.95454545454545,2023-12-17,4.61
38.25757575757576,-114.95454545454545,2023-12-24,0.62
38.25757575757576,-114.95454545454545,2023-12-31,1.25
38.25757575757576,-114.42424242424242,2023-01-01,5.22
38.25757575757576,-114.42424242424242,2023-01-08,5.45
38.25757575757576,-114.42424242424242,2023-01-15,0.33
38.25757575757576,-114.42424242424242,2023-01-22,9.42
38.25757575757576,-114.42424242424242,2023-01-29,9.67
38.25757575757576,-114.42424242424242,2023-02-05,7.86
38.25757575757576,-114.42424242424242,2023-02-12,7.67
38.25757575757576,-114.42424242424242,2023-02-19,1.27
38.25757575757576,-114.42424242424242,2023-02-26,8.45
38.25757575757576,-114.42424242424242,2023-03-05,4.81
38.25757575757576,-114.42424242424242,2023-03-12,3.89
38.25757575757576,-114.42424242424242,2023-03-19,4.12
38.25757575757576,-114.42424242424242,2023-03-26,4.37
38.25757575757576,-114.42424242424242,2023-04-02,6.64
38.25757575757576,-114.42424242424242,2023-04-09,7.64
38.25757575757576,-114.42424242424242,2023-04-16,1.38
38.25757575757576,-114.42424242424242,2023-04-23,7.43
38.25757575757576,-114.42424242424242,2023-04-30,6.97
38.25757575757576,-114.42424242424242,2023-05-07,2.36
38.25757575757576,-114.42424242424242,2023-05-14,7.68
38.25757575757576,-114.42424242424242,2023-05-21,8.81
38.25757575757576,-114.42424242424242,2023-05-28,5.58
38.25757575757576,-114.42424242424242,2023-06-04,9.11
38.25757575757576,-114.42424242424242,2023-06-11,1.01
38.25757575757576,-114.42424242424242,2023-06-18,2.51
38.25757575757576,-114.42424242424242,2023-06-25,3.8
38.25757575757576,-114.42424242424242,2023-07-02,6.49
38.25757575757576,-114.42424242424242,2023-07-09,7.97
38.25757575757576,-114.42424242424242,2023-07-16,4.47
38.25757575757576,-114.42424242424242,2023-07-23,4.48
38.25757575757576,-114.42424242424242,2023-07-30,6.54
38.25757575757576,-114.42424242424242,2023-08-06,2.01
38.25757575757576,-114.42424242424242,2023-08-13,1.29
38.25757575757576,-114.42424242424242,2023-08-20,3.82
38.25757575757576,-114.42424242424242,2023-08-27,5.79
38.25757575757576,-114.42424242424242,2023-09-03,2.94
38.25757575757576,-114.42424242424242,2023-09-10,6.28
38.25757575757576,-114.42424242424242,2023-09-17,3.17
38.25757575757576,-114.42424242424242,2023-09-24,2.61
38.25757575757576,-114.42424242424242,2023-10-01,2.74
38.25757575757576,-114.42424242424242,2023-10-08,8.15
38.25757575757576,-114.42424242424242,2023-10-15,4.61
38.25757575757576,-114.42424242424242,2023-10-22,0.73
38.25757575757576,-114.42424242424242,2023-10-29,2.09
38.25757575757576,-114.42424242424242,2023-11-05,8.14
38.25757575757576,-114.42424242424242,2023-11-12,7.22
38.25757575757576,-114.42424242424242,2023-11-19,4.67
38.25757575757576,-114.42424242424242,2023-11-26,6.54
38.25757575757576,-114.42424242424242,2023-12-03,5.68
38.25757575757576,-114.42424242424242,2023-12-10,1.69
38.25757575757576,-114.42424242424242,2023-12-17,6.81
38.25757575757576,-114.42424242424242,2023-12-24,4.04
38.25757575757576,-114.42424242424242,2023-12-31,6.71
38.73737373737374,-124.5,2023-01-01,6.68
38.73737373737374,-124.5,2023-01-08,5.05
38.73737373737374,-124.5,2023-01-15,6.63
38.73737373737374,-124.5,2023-01-22,9.55
38.73737373737374,-124.5,2023-01-29,2.49
38.73737373737374,-124.5,2023-02-05,7.69
